ray1,ray2,ray3,ray4,ray5,kartx,karty,kartz,time,action
-1,8.105889,4.759539,5.603127,3.732575,13.50248,0.2792099,-31.1829,20.70261,LEFT_ACCELERATE
-1,9.161636,3.914913,6.131813,3.290762,13.53212,0.2791929,-29.72814,20.80059,LEFT_ACCELERATE
-1,9.9799,3.261735,6.645274,2.766311,13.43925,0.2791792,-28.21012,20.90278,LEFT_ACCELERATE
-1,10.27929,2.863365,7.010041,2.306187,13.33584,0.2791661,-26.67771,21.00593,ACCELERATE
-1,10.36534,2.685626,7.217319,2.022758,13.2732,0.2791628,-25.239,21.10262,ACCELERATE
-1,10.42202,2.590952,7.335471,1.864287,13.23078,0.2791613,-23.70998,21.20533,ACCELERATE
-1,10.45716,2.553739,7.394212,1.805792,13.20463,0.2791604,-22.2459,21.30364,ACCELERATE
-1,10.47977,2.529853,7.411383,1.78862,13.18772,0.27916,-20.8039,21.40046,ACCELERATE
-1,10.49533,2.51349,7.42313,1.776872,13.17631,0.2791593,-19.31703,21.50028,ACCELERATE
-1,10.50586,2.502451,7.431043,1.76896,13.16856,0.2791599,-17.73986,21.60616,ACCELERATE
-1,10.5123,2.495737,7.435848,1.764154,13.16392,0.2791595,-16.24397,21.70659,ACCELERATE
-1,10.51612,2.491797,7.438662,1.761341,13.16115,0.2791595,-14.84089,21.80079,ACCELERATE
-1,10.51878,2.489082,7.440593,1.75941,13.15933,0.2791598,-13.32879,21.9023,ACCELERATE
-1,10.5203,2.487567,7.441662,1.758341,13.15831,0.2791597,-11.7975,22.0051,ACCELERATE
-1,10.52097,2.486941,7.442095,1.757908,13.15781,0.2791596,-10.20772,22.11184,ACCELERATE
-1,10.52141,2.486588,7.442325,1.757677,13.15768,0.2791595,-8.823487,22.20477,ACCELERATE
-1,10.52144,2.486641,7.442267,1.757734,13.15775,0.2791597,-7.402565,22.30016,ACCELERATE
-1,10.52129,2.486915,7.442049,1.757952,13.15797,0.2791595,-5.82818,22.40585,ACCELERATE
-1,10.52102,2.487291,7.441759,1.758242,13.15827,0.2791595,-4.356573,22.50465,ACCELERATE
-1,10.52068,2.487752,7.441406,1.758595,13.15862,0.2791595,-2.863309,22.6049,ACCELERATE
-1,10.52032,2.48824,7.441033,1.758968,13.159,0.2791598,-1.373651,22.7049,ACCELERATE
-1,10.51993,2.488753,7.440643,1.759358,13.15938,0.2791596,0.1088377,22.80443,ACCELERATE
-1,10.51955,2.489255,7.440262,1.759739,13.15978,0.2791595,1.655696,22.90828,ACCELERATE
-1,10.51919,2.48975,7.439883,1.760118,13.16014,0.2791596,3.080666,23.00395,ACCELERATE
-1,10.51885,2.490211,7.439529,1.760472,13.1605,0.2791596,4.528751,23.10117,ACCELERATE
-1,10.51852,2.490684,7.439166,1.760835,13.16086,0.2791597,6.091972,23.20611,ACCELERATE
-1,10.51823,2.491103,7.438841,1.76116,13.16118,0.2791595,7.544333,23.30362,ACCELERATE
-1,10.51797,2.491479,7.438547,1.761454,13.16148,0.2791597,8.981718,23.40012,ACCELERATE
-1,10.51772,2.491871,7.43824,1.761761,13.16178,0.2791595,10.55621,23.50582,ACCELERATE
-1,10.51754,2.492183,7.437992,1.762009,13.16203,0.2791596,11.98846,23.60197,ACCELERATE
-1,10.51737,2.492481,7.437753,1.762249,13.16227,0.2791597,13.47794,23.70197,ACCELERATE
-1,10.44521,2.51389,7.434252,1.765947,13.16753,0.2791601,14.98578,23.80321,RIGHT_ACCELERATE
